VALUEOID,VALVAL,VALLABEL,DATATYPE,LNGTH,DECDIG,NUMFMT,ORIGIN,VARORDER,CODELST,VALUELST,COMMENTS,COMPMETH,II
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0131,HAQ01-Run Errands and Shop,text,22,,,CRF,031,HAQL,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0132,HAQ01-Get In and Out of a Car,text,22,,,CRF,032,HAQL,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0133,HAQ01-Able to Do Chores,text,22,,,CRF,033,HAQL,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0134,HAQ01-Aid: Raised Toilet Seat,text,11,,,CRF,034,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0135,HAQ01-Aid: Bathtub Seat,text,11,,,CRF,035,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0136,HAQ01-Aid: Jar Opener (Previously Open),text,11,,,CRF,036,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0137,HAQ01-Aid: Bathtub Bar,text,11,,,CRF,037,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0138,HAQ01-Aid: Long-Handled Appl Reach,text,11,,,CRF,038,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0139,HAQ01-Aid: Long-Handled Appl Bathroom,text,11,,,CRF,039,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0140,HAQ01-Othr Aid (Hygiene/Reach/Grip/Act),text,11,,,CRF,040,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0141,HAQ01-Spec Aid (Hygiene/Reach/Grip/Act),text,200,,,CRF,041,,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0142,HAQ01-Help: Hygiene,text,11,,,CRF,042,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0143,HAQ01-Help: Reach,text,11,,,CRF,043,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0144,HAQ01-Help: Gripping and Opening Things,text,11,,,CRF,044,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0145,HAQ01-Help: Errands and Chores,text,11,,,CRF,045,QSCNC,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,HAQ0146,HAQ01-Severity of Pain,integer,3,,,CRF,046,,,,,
QS.QSCAT.HAQ-DI.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,047,,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0201,HSIQ02-Feverish,text,10,,,CRF,001,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0202,HSIQ02-Sore or Achy Muscles or Joints,text,10,,,CRF,002,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0203,HSIQ02-Headache,text,10,,,CRF,003,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0204,HSIQ02-Queasy or Nauseous,text,10,,,CRF,004,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0205,HSIQ02-Stomach Pain or Cramps,text,10,,,CRF,005,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0206,HSIQ02-Pain or Discomfort Around Liver,text,10,,,CRF,006,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0207,HSIQ02-Constipation,text,10,,,CRF,007,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0208,HSIQ02-Shortness of Breath,text,10,,,CRF,008,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0209,HSIQ02-Tiredness,text,10,,,CRF,009,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0210,HSIQ02-Physically Weak,text,10,,,CRF,010,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0211,HSIQ02-Easily Irritated,text,10,,,CRF,011,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0212,HSIQ02-Sad or Depressed,text,10,,,CRF,012,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0213,HSIQ02-Worried or Anxious,text,10,,,CRF,013,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0214,HSIQ02-Trouble Remembering Things,text,10,,,CRF,014,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0215,"HSIQ02-Trouble Thinking, Concentrating",text,10,,,CRF,015,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0216,"HSIQ02-Problems Getting, Staying Asleep",text,10,,,CRF,016,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0217,HSIQ02-Dry or Itchy Skin,text,10,,,CRF,017,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0218,HSIQ02-Tender or Irritated Skin,text,10,,,CRF,018,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0219,HSIQ02-Jaundice,text,10,,,CRF,019,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0220,HSIQ02-Pain or Burning Near Anus,text,10,,,CRF,020,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0221,HSIQ02-Hair Loss,text,10,,,CRF,021,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0222,HSIQ02-Feeling Faint or Dizzy,text,10,,,CRF,022,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0223,"HSIQ02-Soreness, Swelling Where Injected",text,10,,,CRF,023,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0224,HSIQ02-Dry Mouth,text,10,,,CRF,024,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0225,HSIQ02-Ringing or Buzzing Sound in Ears,text,10,,,CRF,025,HSIQL1,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0226,HSIQ02-Diarrhea,text,9,,,CRF,026,HSIQL2,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0227,HSIQ02-Loss of Appetite,text,9,,,CRF,027,HSIQL2,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0228,"HSIQ02-Things Tasted Bad, Little Flavor",text,3,,,CRF,028,HSIQYN,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0229,"HSIQ02-Hair, Nails Are Dry, Dull, Break",text,3,,,CRF,029,HSIQYN,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0230,HSIQ02-Health Limits Doing Things,text,18,,,CRF,030,HSIQL3,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0231,HSIQ02-In School or Working Job For Pay,text,3,,,CRF,031,HSIQYN,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0232,HSIQ02-Hours Missed From Work or School,integer,3,,,CRF,032,,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,HSIQ0233,"HSIQ02-Unproductive Hours at Work,School",integer,3,,,CRF,033,,,,,
QS.QSCAT.HCV SIQ V4.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,034,,,,,
QS.QSCAT.HFPGA.QSTESTCD,HFPG0101,HFPG01-Hand and Foot Psoriasis Severity,text,151,,,CRF,001,HFPGL1,,,,
QS.QSCAT.HFPGA.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,002,,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0101,HISR01-Abrupt Onset,text,7,,,CRF,001,HISRPA2,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0102,HISR01-Stepwise Deterioration,text,7,,,CRF,002,HISRPA1,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0103,HISR01-Somatic Complaints,text,7,,,CRF,003,HISRPA1,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0104,HISR01-Emotional Incontinence,text,7,,,CRF,004,HISRPA1,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0105,HISR01-History/Presence of Hypertension,text,7,,,CRF,005,HISRPA1,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0106,HISR01-History of Stroke,text,7,,,CRF,006,HISRPA2,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0107,HISR01-Focal Neurological Symptoms,text,7,,,CRF,007,HISRPA2,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0108,HISR01-Focal Neurological Signs,text,7,,,CRF,008,HISRPA2,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,HISR0109,HISR01-Total Score,integer,2,,,CRF,009,,,,,
QS.QSCAT.HIS ROSEN.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,010,,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0101,IBDQ01-Frequency of Bowel Movements,text,60,,,CRF,001,IBDQ01L1,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0102,IBDQ01-Feeling of Fatigue or Tiredness,text,22,,,CRF,002,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0103,"IBDQ01-Frustrated, Impatient, Restless",text,22,,,CRF,003,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0104,IBDQ01-Unable to Attend School/ Do Work,text,22,,,CRF,004,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0105,IBDQ01-Loose Bowel Movements,text,22,,,CRF,005,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0106,IBDQ01-Energy,text,27,,,CRF,006,IBDQ01L6,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0107,"IBDQ01-Worried, Possibility of Surgery",text,22,,,CRF,007,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0108,IBDQ01-Delay or Cancel Social Engagement,text,22,,,CRF,008,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0109,IBDQ01-Troubled by Cramps in Abdomen,text,22,,,CRF,009,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0110,IBDQ01-Felt Generally Unwell,text,22,,,CRF,010,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0111,IBDQ01-Fear of Not Finding a Washroom,text,22,,,CRF,011,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0112,IBDQ01-Difficulty Leisure/Sports Activty,text,76,,,CRF,012,IBDQ01L12,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0113,IBDQ01-Troubled by Pain in the Abdomen,text,22,,,CRF,013,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0114,IBDQ01-Problems With Sleep,text,22,,,CRF,014,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0115,IBDQ01-Felt Depressed or Discouraged,text,22,,,CRF,015,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0116,IBDQ01-Avoid Events Where No Washroom,text,22,,,CRF,016,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0117,IBDQ01-Problem Large Amounts of Gas,text,21,,,CRF,017,IBDQ01L17,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0118,IBDQ01-Problem Maintaining/Losing Weight,text,21,,,CRF,018,IBDQ01L17,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0119,IBDQ01-Worried or Anxious,text,22,,,CRF,019,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0120,IBDQ01-Troubled by Abdominal Bloating,text,22,,,CRF,020,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0121,IBDQ01-Felt Relaxed and Free of Tension,text,22,,,CRF,021,IBDQ01L21,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0122,IBDQ01-Rectal Bleeding,text,22,,,CRF,022,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0123,IBDQ01-Embarrassed by Bowel Problem,text,22,,,CRF,023,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0124,"IBDQ01-Going to Bathroom, Empty Bowels",text,22,,,CRF,024,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0125,IBDQ01-Felt Tearful or Upset,text,22,,,CRF,025,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0126,IBDQ01-Accidental Soiling of Underpants,text,22,,,CRF,026,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0127,IBDQ01-Angry Because of Bowel Problem,text,22,,,CRF,027,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0128,IBDQ01-Limited Sexual Activity,text,50,,,CRF,028,IBDQ01L28,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0129,"IBDQ01-Nausea, Feeling Sick to Stomach",text,22,,,CRF,029,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0130,IBDQ01-Felt Irritable,text,22,,,CRF,030,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0131,IBDQ01-Lack of Understanding From Others,text,22,,,CRF,031,IBDQ01L2,,,,
QS.QSCAT.IBDQ.QSTESTCD,IBDQ0132,"IBDQ01-Satisfied, Happy W/Personal life",text,62,,,CRF,032,IBDQ01L32,,,,
QS.QSCAT.IBDQ.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,033,,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0901,IDS09-Sleep Onset Insomnia,text,66,,,CRF,001,IDS9L1,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0902,IDS09-Mid-Nocturnal Insomnia,text,94,,,CRF,002,IDS9L2,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0903,IDS09-Early Morning Insomnia,text,73,,,CRF,003,IDS9L3,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0904,IDS09-Hypersomnia,text,65,,,CRF,004,IDS9L4,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0905,IDS09-Mood (Sad),text,45,,,CRF,005,IDS9L5,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0906,IDS09-Mood (Irritable),text,51,,,CRF,006,IDS9L6,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0907,IDS09-Mood (Anxious),text,55,,,CRF,007,IDS9L7,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0908,IDS09-Reactivity of Mood,text,77,,,CRF,008,IDS9L8,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0909,IDS09-Mood Variation,text,73,,,CRF,009,IDS9L9,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0909A,IDS09-Mood Worse Morning/Afternoon/Night,text,9,,,CRF,010,IDS9L9A,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0909B,IDS09-Mood Attributed to Environment,text,3,,,CRF,011,IDSNY,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0910,IDS09-Quality of Mood,text,135,,,CRF,012,IDS9L10,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0911,IDS09-Appetite (Decreased),text,103,,,CRF,013,IDS9L11,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0912,IDS09-Appetite (Increased),text,59,,,CRF,014,IDS9L12,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0913,IDS09-Weight (Decrease),text,44,,,CRF,015,IDS9L13,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0914,IDS09-Weight (Increase),text,48,,,CRF,016,IDS9L14,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0915,IDS09-Concentration/Decision Making,text,74,,,CRF,017,IDS9L15,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0916,IDS09-Outlook (Self),text,55,,,CRF,018,IDS9L16,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0917,IDS09-Outlook (Future),text,78,,,CRF,019,IDS9L17,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0918,IDS09-Suicidal Ideation,text,102,,,CRF,020,IDS9L18,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0919,IDS09-Involvement,text,69,,,CRF,021,IDS9L19,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0920,IDS09-Energy/Fatiguability,text,80,,,CRF,022,IDS9L20,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0921,IDS09-Pleasure/Enjoyment,text,80,,,CRF,023,IDS9L21,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0922,IDS09-Sexual Interest,text,61,,,CRF,024,IDS9L22,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0923,IDS09-Psychomotor Slowing,text,75,,,CRF,025,IDS9L23,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0924,IDS09-Psychomotor Agitation,text,63,,,CRF,026,IDS9L24,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0925,IDS09-Somatic Complaints,text,94,,,CRF,027,IDS9L25,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0926,IDS09-Sympathetic Arousal,text,123,,,CRF,028,IDS9L26,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0927,IDS09-Panic/Phobic Symptoms,text,125,,,CRF,029,IDS9L27,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0928,IDS09-Gastrointestinal,text,113,,,CRF,030,IDS9L28,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0929,IDS09-Interpersonal Sensitivity,text,125,,,CRF,031,IDS9L29,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0930,IDS09-Leaden Paralysis/Physical Energy,text,162,,,CRF,032,IDS9L30,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,IDS0931,IDS09-Total Score,text,2,,,CRF,033,,,,,
QS.QSCAT.IDS-C SIGH.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,034,,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0101,IDS01-Sleep Onset Insomnia,text,66,,,CRF,001,IDS1L1,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0102,IDS01-Mid-Nocturnal Insomnia,text,94,,,CRF,002,IDS1L2,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0103,IDS01-Early Morning Insomnia,text,73,,,CRF,003,IDS1L3,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0104,IDS01-Hypersomnia,text,65,,,CRF,004,IDS1L4,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0105,IDS01-Mood (Sad),text,45,,,CRF,005,IDS1L5,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0106,IDS01-Mood (Irritable),text,51,,,CRF,006,IDS1L6,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0107,IDS01-Mood (Anxious),text,55,,,CRF,007,IDS1L7,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0108,IDS01-Reactivity of Mood,text,77,,,CRF,008,IDS1L8,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0109,IDS01-Mood Variation,text,73,,,CRF,009,IDS1L9,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0109A,IDS01-Mood Worse Morning/Afternoon/Night,text,9,,,CRF,010,IDS1L9A,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0109B,IDS01-Mood Attributed to Environment,text,3,,,CRF,011,IDSNY,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0110,IDS01-Quality of Mood,text,135,,,CRF,012,IDS1L10,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0111,IDS01-Appetite (Decreased),text,103,,,CRF,013,IDS1L11,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0112,IDS01-Appetite (Increased),text,59,,,CRF,014,IDS1L12,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0113,IDS01-Weight (Decrease),text,44,,,CRF,015,IDS1L13,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0114,IDS01-Weight (Increase),text,48,,,CRF,016,IDS1L14,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0115,IDS01-Concentration/Decision Making,text,74,,,CRF,017,IDS1L15,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0116,IDS01-Outlook (Self),text,55,,,CRF,018,IDS1L16,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0117,IDS01-Outlook (Future),text,78,,,CRF,019,IDS1L17,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0118,IDS01-Suicidal Ideation,text,102,,,CRF,020,IDS1L18,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0119,IDS01-Involvement,text,69,,,CRF,021,IDS1L19,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0120,IDS01-Energy/Fatiguability,text,80,,,CRF,022,IDS1L20,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0121,IDS01-Pleasure/Enjoyment,text,80,,,CRF,023,IDS1L21,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0122,IDS01-Sexual Interest,text,61,,,CRF,024,IDS1L22,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0123,IDS01-Psychomotor Slowing,text,75,,,CRF,025,IDS1L23,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0124,IDS01-Psychomotor Agitation,text,63,,,CRF,026,IDS1L24,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0125,IDS01-Somatic Complaints,text,94,,,CRF,027,IDS1L25,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0126,IDS01-Sympathetic Arousal,text,123,,,CRF,028,IDS1L26,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0127,IDS01-Panic/Phobic Symptoms,text,125,,,CRF,029,IDS1L27,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0128,IDS01-Gastrointestinal,text,113,,,CRF,030,IDS1L28,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0129,IDS01-Interpersonal Sensitivity,text,125,,,CRF,031,IDS1L29,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0130,IDS01-Leaden Paralysis/Physical Energy,text,162,,,CRF,032,IDS1L30,,,,
QS.QSCAT.IDS-C.QSTESTCD,IDS0131,IDS01-Total Score,integer,2,,,CRF,033,,,,,
QS.QSCAT.IDS-C.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,034,,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0201,IDS02-Falling Asleep,text,67,,,CRF,001,IDS2L1,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0202,IDS02- Sleep During the Night,text,94,,,CRF,002,IDS2L2,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0203,IDS02-Waking Up Too Early,text,98,,,CRF,003,IDS2L3,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0204,IDS02-Sleeping Too Much,text,70,,,CRF,004,IDS2L4,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0205,IDS02-Feeling Sad,text,34,,,CRF,005,IDS2L5,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0206,IDS02-Feeling Irritable,text,49,,,CRF,006,IDS2L6,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0207,IDS02- Feeling Anxious or Tense,text,55,,,CRF,007,IDS2L7,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0208,IDS02- Response of Your Mood to Events,text,88,,,CRF,008,IDS2L8,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0209,IDS02-Mood in Relation to Time of Day,text,83,,,CRF,009,IDS2L9,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0209A,IDS02-Mood Worse Morning/Afternoon/Night,text,9,,,CRF,010,IDS2L9A,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0209B,IDS02-Mood Attributed to Environment,text,3,,,CRF,011,IDSNY,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0210,IDS02-Quality of Your Mood,text,135,,,CRF,012,IDS2L10,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0211,IDS02-Decreased Appetite,text,109,,,CRF,013,IDS2L11,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0212,IDS02-Increased Appetite,text,68,,,CRF,014,IDS2L12,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0213,IDS02-Decreased Weight Last Two Weeks,text,42,,,CRF,015,IDS2L13,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0214,IDS02-Increased Weight Last Two Weeks,text,42,,,CRF,016,IDS2L14,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0215,IDS02-Concentration/Decision Making,text,76,,,CRF,017,IDS2L15,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0216,IDS02-View of Myself,text,65,,,CRF,018,IDS2L16,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0217,IDS02-View of My Future,text,105,,,CRF,019,IDS2L17,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0218,IDS02-Thoughts of Death or Suicide,text,144,,,CRF,020,IDS2L18,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0219,IDS02-General Interest,text,83,,,CRF,021,IDS2L19,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0220,IDS02-Energy Level,text,132,,,CRF,022,IDS2L20,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0221,IDS02-Capacity for Pleasure/Enjoyment,text,69,,,CRF,023,IDS2L21,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0222,IDS02-Sexual Interest,text,102,,,CRF,024,IDS2L22,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0223,IDS02-Feeling Slowed Down,text,91,,,CRF,025,IDS2L23,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0224,IDS02-Feeling Restless,text,68,,,CRF,026,IDS2L24,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0225,IDS02-Aches and Pains,text,158,,,CRF,027,IDS2L25,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0226,IDS02-Other Bodily Symptoms,text,180,,,CRF,028,IDS2L26,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0227,IDS02- Panic/Phobic Symptoms,text,114,,,CRF,029,IDS2L27,,,,
QS.QSCAT.IDS-SR.QSTESTCD,IDS0228,IDS02-Constipation/Diarrhea,text,107,,,CRF,030,IDS2L28,,,,
